student_id,course_id,chapter_id,time_spent,score,completed
466,C103,7,26.16,38.35,1
466,C103,8,12.37,67.29,1
467,C101,1,29.23,29.21,0
467,C101,2,12.07,54.0,0
467,C101,3,51.62,19.48,0
467,C101,4,39.59,48.88,0
467,C101,5,25.82,38.66,0
467,C101,6,13.93,59.44,0
467,C101,7,32.13,21.95,0
467,C101,8,34.43,16.37,0
467,C101,9,12.74,44.35,0
467,C101,10,28.41,51.89,0
468,C102,1,53.11,34.36,0
468,C102,2,26.59,25.82,0
468,C102,3,44.41,31.33,0
468,C102,4,40.37,15.44,0
468,C102,5,26.45,44.48,0
468,C102,6,34.45,37.87,0
468,C102,7,48.43,17.09,0
468,C102,8,43.77,52.66,0
468,C102,9,15.89,21.65,0
468,C102,10,18.76,47.94,0
468,C102,11,16.47,32.81,0
468,C102,12,33.18,36.78,0
469,C101,1,16.41,54.55,0
469,C101,2,20.25,40.76,0
469,C101,3,40.19,31.45,0
469,C101,4,25.65,34.37,0
469,C101,5,22.91,45.66,0
469,C101,6,13.78,38.69,0
469,C101,7,41.46,17.64,0
469,C101,8,35.26,64.67,0
469,C101,9,14.89,65.99,0
469,C101,10,24.23,51.9,0
470,C101,1,39.2,41.14,0
470,C101,2,21.84,17.57,0
470,C101,3,30.38,25.24,0
470,C101,4,35.7,44.81,0
470,C101,5,28.8,17.69,0
470,C101,6,23.16,52.33,0
470,C101,7,40.13,24.8,0
470,C101,8,19.23,40.1,0
470,C101,9,25.41,50.75,0
470,C101,10,37.71,27.61,0
471,C102,1,22.66,18.94,0
471,C102,2,19.83,43.2,0
471,C102,3,44.65,28.3,0
471,C102,4,24.97,54.22,0
471,C102,5,28.35,50.78,0
471,C102,6,11.35,0.0,0
471,C102,7,44.27,12.57,0
471,C102,8,25.79,35.7,0
471,C102,9,42.45,46.23,0
471,C102,10,29.29,52.78,0
471,C102,11,31.17,33.36,0
471,C102,12,37.67,23.58,0
472,C102,1,12.13,49.58,0
472,C102,2,26.67,71.67,0
472,C102,3,24.52,25.01,0
472,C102,4,31.93,51.56,0
472,C102,5,26.57,32.18,0
472,C102,6,20.13,65.2,0
472,C102,7,37.16,34.77,0
472,C102,8,24.1,28.78,0
472,C102,9,32.86,54.07,0
472,C102,10,44.32,31.29,0
472,C102,11,31.93,26.85,0
472,C102,12,26.37,61.17,0
473,C101,1,36.74,4.54,0
473,C101,2,30.21,18.77,0
473,C101,3,73.88,7.33,0
473,C101,4,42.13,14.7,0
473,C101,5,39.46,0.0,0
473,C101,6,54.0,17.42,0
473,C101,7,64.34,0.59,0
473,C101,8,33.4,10.35,0
473,C101,9,19.27,0.0,0
473,C101,10,31.54,20.83,0
474,C102,1,20.42,20.64,0
474,C102,2,26.23,27.55,0
474,C102,3,68.7,32.45,0
474,C102,4,41.48,50.38,0
474,C102,5,20.62,14.52,0
474,C102,6,19.51,52.87,0
474,C102,7,40.74,9.39,0
474,C102,8,26.48,29.28,0
474,C102,9,33.69,36.62,0
474,C102,10,22.38,43.14,0
474,C102,11,24.33,30.51,0
474,C102,12,38.0,23.23,0
475,C101,1,36.41,21.16,0
475,C101,2,26.51,42.37,0
475,C101,3,66.45,28.74,0
475,C101,4,35.21,41.99,0
475,C101,5,19.54,35.76,0
475,C101,6,30.11,38.85,0
475,C101,7,46.81,26.48,0
475,C101,8,27.26,34.91,0
475,C101,9,17.97,29.23,0
475,C101,10,44.52,38.81,0
476,C103,1,44.27,21.29,0
476,C103,2,17.09,67.4,0
476,C103,3,41.1,25.38,0
476,C103,4,16.28,48.42,0
476,C103,5,32.05,25.29,0
476,C103,6,25.86,36.67,0
476,C103,7,43.0,16.61,0
476,C103,8,38.45,55.44,0
477,C101,1,27.07,34.87,0
477,C101,2,21.61,30.26,0
477,C101,3,41.14,40.74,0
477,C101,4,38.39,50.94,0
477,C101,5,32.78,20.16,0
477,C101,6,28.78,51.47,0
477,C101,7,31.53,30.98,0
477,C101,8,51.77,52.84,0
477,C101,9,42.93,40.19,0
477,C101,10,38.59,26.15,0
478,C103,1,27.07,57.49,0
478,C103,2,31.97,45.06,0
478,C103,3,31.95,36.38,0
478,C103,4,14.6,56.55,0
478,C103,5,9.49,68.85,0
478,C103,6,22.57,45.33,0
478,C103,7,27.16,33.08,0
478,C103,8,27.32,61.36,0
479,C101,1,22.43,41.98,0
479,C101,2,23.71,33.02,0
479,C101,3,48.14,24.54,0
479,C101,4,40.17,13.18,0
479,C101,5,11.34,23.61,0
479,C101,6,49.99,62.46,0
479,C101,7,65.91,19.49,0
479,C101,8,12.68,0.0,0
479,C101,9,24.84,29.15,0
479,C101,10,44.77,45.14,0
480,C102,1,18.03,30.77,0
480,C102,2,27.81,55.64,0
480,C102,3,41.8,19.78,0
480,C102,4,31.2,51.57,0
480,C102,5,16.49,33.42,0
480,C102,6,31.52,41.67,0
480,C102,7,52.03,35.13,0
480,C102,8,21.48,45.03,0
480,C102,9,26.18,34.26,0
480,C102,10,17.84,55.7,0
480,C102,11,32.86,54.24,0
480,C102,12,38.58,37.06,0
481,C103,1,11.86,50.25,1
481,C103,2,7.01,58.75,1
481,C103,3,22.58,48.89,1
481,C103,4,18.33,47.55,1
481,C103,5,14.73,59.87,1
481,C103,6,6.92,50.73,1
481,C103,7,21.08,57.96,1
481,C103,8,18.04,75.37,1
482,C102,1,50.32,40.54,0
482,C102,2,12.02,10.44,0
482,C102,3,59.94,20.46,0
482,C102,4,27.85,16.44,0
482,C102,5,28.82,22.68,0
482,C102,6,50.35,9.45,0
482,C102,7,65.99,6.2,0
482,C102,8,25.82,33.3,0
482,C102,9,47.05,33.79,0
482,C102,10,20.21,14.03,0
482,C102,11,45.87,21.64,0
482,C102,12,23.11,27.89,0
483,C103,1,50.01,55.17,0
483,C103,2,37.59,52.41,0
483,C103,3,47.61,28.98,0
483,C103,4,46.7,35.68,0
483,C103,5,28.63,6.42,0
483,C103,6,30.42,44.34,0
483,C103,7,56.8,26.37,0
483,C103,8,25.64,2.34,0
484,C103,1,26.93,30.37,0
484,C103,2,36.15,64.85,0
484,C103,3,46.19,21.21,0
484,C103,4,27.38,36.93,0
484,C103,5,21.7,36.87,0
484,C103,6,34.48,38.21,0
484,C103,7,49.53,27.72,0
484,C103,8,12.27,44.62,0
485,C101,1,19.69,16.04,0
485,C101,2,35.51,29.27,0
485,C101,3,29.14,26.52,0
485,C101,4,16.14,34.7,0
485,C101,5,33.49,45.89,0
485,C101,6,49.45,12.14,0
485,C101,7,46.0,18.97,0
485,C101,8,35.51,35.84,0
485,C101,9,27.38,25.99,0
485,C101,10,19.48,47.42,0
486,C101,1,31.66,43.77,0
486,C101,2,18.94,32.25,0
486,C101,3,39.27,21.89,0
486,C101,4,39.18,28.81,0
486,C101,5,26.46,71.93,0
486,C101,6,29.09,51.06,0
486,C101,7,28.54,18.47,0
486,C101,8,30.47,71.02,0
486,C101,9,20.7,31.34,0
486,C101,10,5.0,33.72,0
487,C101,1,42.44,50.51,0
487,C101,2,30.5,34.41,0
487,C101,3,36.14,41.0,0
487,C101,4,29.53,8.87,0
487,C101,5,21.47,27.54,0
487,C101,6,22.64,48.85,0
487,C101,7,40.53,26.17,0
487,C101,8,39.8,29.96,0
487,C101,9,44.88,30.34,0
487,C101,10,28.51,36.19,0
488,C101,1,30.15,50.24,0
488,C101,2,19.67,26.88,0
488,C101,3,61.3,24.31,0
488,C101,4,32.38,19.61,0
488,C101,5,23.81,41.82,0
488,C101,6,30.4,2.89,0
488,C101,7,40.84,17.65,0
488,C101,8,29.1,28.18,0
488,C101,9,18.77,39.62,0
488,C101,10,17.05,36.59,0
489,C102,1,13.29,40.56,0
489,C102,2,19.4,22.61,0
489,C102,3,59.81,10.71,0
489,C102,4,24.76,28.69,0
489,C102,5,46.89,7.75,0
489,C102,6,32.45,0.0,0
489,C102,7,46.76,17.2,0
489,C102,8,24.43,18.44,0
489,C102,9,18.13,26.45,0
489,C102,10,46.18,8.84,0
489,C102,11,27.07,32.83,0
489,C102,12,47.96,2.89,0
490,C101,1,30.66,38.11,0
490,C101,2,5.0,47.15,0
490,C101,3,56.21,27.59,0
490,C101,4,18.38,31.94,0
490,C101,5,44.54,53.29,0
490,C101,6,33.99,44.98,0
490,C101,7,35.85,24.42,0
490,C101,8,27.29,47.88,0
490,C101,9,42.1,56.41,0
490,C101,10,14.76,43.0,0
491,C101,1,27.24,42.88,0
491,C101,2,44.51,33.16,0
491,C101,3,25.72,37.21,0
491,C101,4,38.51,39.77,0
491,C101,5,20.58,68.47,0
491,C101,6,22.44,47.3,0
491,C101,7,38.13,37.6,0
491,C101,8,30.33,71.69,0
491,C101,9,24.89,56.69,0
491,C101,10,24.19,59.65,0
492,C103,1,26.66,60.72,0
492,C103,2,40.15,20.16,0
492,C103,3,40.09,21.63,0
492,C103,4,23.9,48.81,0
492,C103,5,32.62,41.09,0
492,C103,6,9.66,28.3,0
492,C103,7,47.97,1.11,0
492,C103,8,37.22,50.59,0
493,C102,1,17.84,29.51,1
493,C102,2,21.84,79.55,1
493,C102,3,34.54,33.66,1
493,C102,4,19.66,52.43,1
493,C102,5,13.89,74.76,1
493,C102,6,11.48,47.02,1
493,C102,7,21.62,25.38,1
493,C102,8,20.04,77.85,1
493,C102,9,17.93,37.84,1
493,C102,10,24.45,85.71,1
493,C102,11,14.99,53.25,1
493,C102,12,22.39,84.75,1
494,C102,1,16.74,44.19,0
494,C102,2,38.14,34.81,0
494,C102,3,39.58,33.09,0
494,C102,4,35.42,23.2,0
494,C102,5,30.61,14.45,0
494,C102,6,37.01,30.79,0
494,C102,7,40.8,22.82,0
494,C102,8,30.52,48.15,0
494,C102,9,36.05,32.38,0
494,C102,10,37.79,40.73,0
494,C102,11,25.84,32.85,0
494,C102,12,28.63,42.3,0
495,C103,1,25.4,66.39,0
495,C103,2,38.35,25.45,0
495,C103,3,49.36,25.76,0
495,C103,4,33.01,38.92,0
495,C103,5,40.78,42.05,0
495,C103,6,28.6,52.49,0
495,C103,7,46.07,25.79,0
495,C103,8,32.26,35.46,0
496,C103,1,21.68,30.86,0
496,C103,2,17.98,21.25,0
496,C103,3,32.52,26.34,0
496,C103,4,27.87,38.06,0
496,C103,5,5.79,65.75,0
496,C103,6,36.7,48.82,0
496,C103,7,57.55,18.31,0
496,C103,8,43.9,27.65,0
497,C101,1,14.71,45.56,0
497,C101,2,28.86,43.02,0
497,C101,3,44.44,31.22,0
497,C101,4,21.12,36.84,0
497,C101,5,32.48,35.54,0
497,C101,6,33.37,63.68,0
497,C101,7,24.13,41.56,0
497,C101,8,43.13,49.12,0
497,C101,9,30.67,60.9,0
497,C101,10,23.22,48.08,0
498,C102,1,36.5,31.07,0
498,C102,2,40.89,39.58,0
498,C102,3,43.32,10.41,0
498,C102,4,56.93,21.35,0
498,C102,5,37.21,22.6,0
498,C102,6,25.33,47.95,0
498,C102,7,46.19,4.46,0
498,C102,8,29.64,0.0,0
498,C102,9,27.31,9.08,0
498,C102,10,42.06,13.5,0
498,C102,11,45.21,44.58,0
498,C102,12,43.97,20.37,0
499,C101,1,12.86,41.97,0
499,C101,2,18.65,54.39,0
499,C101,3,61.66,34.32,0
499,C101,4,8.8,38.56,0
499,C101,5,27.22,45.29,0
499,C101,6,19.78,47.65,0
499,C101,7,28.4,19.87,0
499,C101,8,31.78,28.74,0
499,C101,9,30.85,23.43,0
499,C101,10,41.54,32.36,0
500,C103,1,31.47,30.39,0
500,C103,2,29.7,47.5,0
500,C103,3,51.59,33.83,0
500,C103,4,26.72,36.67,0
500,C103,5,50.53,53.12,0
500,C103,6,19.63,40.37,0
500,C103,7,39.35,24.56,0
500,C103,8,16.73,32.69,0
501,C101,1,19.68,29.13,1
501,C101,2,23.19,82.84,1
501,C101,3,22.77,51.51,1
501,C101,4,11.77,59.45,1
501,C101,5,24.74,62.42,1
501,C101,6,6.22,65.55,1
501,C101,7,24.32,56.32,1
501,C101,8,16.58,60.18,1
501,C101,9,22.25,68.31,1
501,C101,10,12.37,83.82,1
502,C102,1,25.86,47.38,0
502,C102,2,16.62,36.8,0
502,C102,3,38.79,27.86,0
502,C102,4,36.8,47.97,0
502,C102,5,33.2,44.85,0
502,C102,6,34.94,50.67,0
502,C102,7,38.87,29.67,0
502,C102,8,17.62,52.32,0
502,C102,9,25.49,37.18,0
502,C102,10,35.37,25.96,0
502,C102,11,22.2,60.13,0
502,C102,12,28.56,43.99,0
503,C101,1,27.02,22.76,0
503,C101,2,22.53,69.76,0
503,C101,3,32.64,27.16,0
503,C101,4,20.89,44.21,0
503,C101,5,20.54,52.82,0
503,C101,6,27.17,57.12,0
503,C101,7,29.31,26.94,0
503,C101,8,23.58,52.35,0
503,C101,9,18.75,59.25,0
503,C101,10,35.58,30.68,0
504,C102,1,24.64,74.61,0
504,C102,2,25.65,60.29,0
504,C102,3,32.27,13.52,0
504,C102,4,23.09,22.44,0
504,C102,5,27.27,24.5,0
504,C102,6,21.77,52.5,0
504,C102,7,57.13,32.91,0
504,C102,8,35.18,36.52,0
504,C102,9,24.98,20.83,0
504,C102,10,33.57,17.52,0
504,C102,11,20.02,52.42,0
504,C102,12,48.92,41.03,0
505,C101,1,18.69,37.43,0
505,C101,2,24.52,66.03,0
505,C101,3,31.03,35.9,0
505,C101,4,26.89,42.7,0
505,C101,5,15.11,42.37,0
505,C101,6,20.94,41.17,0
505,C101,7,25.9,31.27,0
505,C101,8,18.59,35.18,0
505,C101,9,20.95,76.2,0
505,C101,10,21.28,80.61,0
506,C101,1,23.92,61.8,1
506,C101,2,19.14,72.13,1
506,C101,3,26.01,21.63,1
506,C101,4,22.11,43.71,1
506,C101,5,12.9,60.68,1
506,C101,6,18.39,39.49,1
506,C101,7,29.54,50.11,1
506,C101,8,11.85,79.76,1
506,C101,9,9.12,92.44,1
506,C101,10,16.39,62.86,1
507,C102,1,37.56,18.94,0
507,C102,2,37.25,7.07,0
507,C102,3,45.43,21.65,0
507,C102,4,38.75,38.62,0
507,C102,5,31.62,8.99,0
507,C102,6,48.78,0.0,0
507,C102,7,42.02,21.32,0
507,C102,8,23.37,0.0,0
507,C102,9,62.24,0.0,0
507,C102,10,40.71,16.55,0
507,C102,11,5.0,11.5,0
507,C102,12,44.08,20.83,0
508,C102,1,18.79,65.34,0
508,C102,2,16.62,33.49,0
508,C102,3,23.03,21.81,0
508,C102,4,28.84,31.93,0
508,C102,5,23.55,50.66,0
508,C102,6,20.84,75.1,0
508,C102,7,29.21,42.55,0
508,C102,8,21.85,52.37,0
508,C102,9,38.12,33.03,0
508,C102,10,30.85,64.5,0
508,C102,11,18.13,79.09,0
508,C102,12,8.29,46.82,0
509,C102,1,38.96,8.39,0
509,C102,2,39.2,22.28,0
509,C102,3,45.9,20.61,0
509,C102,4,31.18,8.75,0
509,C102,5,66.23,17.77,0
509,C102,6,8.93,12.45,0
509,C102,7,36.91,24.98,0
509,C102,8,37.92,31.06,0
509,C102,9,30.03,20.89,0
509,C102,10,30.02,23.86,0
509,C102,11,43.79,30.12,0
509,C102,12,39.96,32.57,0
510,C101,1,23.78,59.76,0
510,C101,2,30.29,44.41,0
510,C101,3,26.35,24.4,0
510,C101,4,23.02,26.58,0
510,C101,5,25.04,52.74,0
510,C101,6,29.9,44.3,0
510,C101,7,31.07,47.48,0
510,C101,8,31.69,44.18,0
510,C101,9,23.01,58.8,0
510,C101,10,24.4,50.44,0
511,C101,1,7.15,53.62,1
511,C101,2,22.2,66.8,1
511,C101,3,37.68,51.94,1
511,C101,4,17.47,79.44,1
511,C101,5,14.72,73.9,1
511,C101,6,30.97,78.16,1
511,C101,7,29.65,36.64,1
511,C101,8,9.47,64.6,1
511,C101,9,12.13,48.04,1
511,C101,10,11.65,53.03,1
512,C101,1,29.65,32.6,0
512,C101,2,36.85,38.49,0
512,C101,3,33.62,30.0,0
512,C101,4,44.95,46.64,0
512,C101,5,23.88,18.7,0
512,C101,6,25.18,45.13,0
512,C101,7,37.24,11.09,0
512,C101,8,19.47,63.43,0
512,C101,9,40.15,28.31,0
512,C101,10,33.26,23.93,0
513,C103,1,20.09,75.91,1
513,C103,2,7.96,71.82,1
513,C103,3,27.81,49.63,1
513,C103,4,24.24,62.65,1
513,C103,5,14.85,73.36,1
513,C103,6,18.2,48.57,1
513,C103,7,22.16,26.34,1
513,C103,8,15.41,78.2,1
514,C101,1,21.35,56.56,0
514,C101,2,18.74,45.92,0
514,C101,3,37.35,37.45,0
514,C101,4,12.3,31.74,0
514,C101,5,11.77,40.6,0
514,C101,6,36.41,36.91,0
514,C101,7,34.49,38.38,0
514,C101,8,35.17,43.16,0
514,C101,9,31.85,28.34,0
514,C101,10,37.84,76.72,0
515,C102,1,7.29,40.92,0
515,C102,2,28.75,42.97,0
515,C102,3,45.93,38.75,0
515,C102,4,18.25,49.78,0
515,C102,5,16.76,46.56,0
515,C102,6,19.46,66.92,0
515,C102,7,52.65,18.55,0
515,C102,8,8.57,45.62,0
515,C102,9,11.79,49.99,0
515,C102,10,29.83,71.71,0
515,C102,11,25.48,46.4,0
515,C102,12,8.13,49.69,0
516,C102,1,32.23,32.37,0
516,C102,2,22.72,20.83,0
516,C102,3,19.56,17.58,0
516,C102,4,12.66,48.05,0
516,C102,5,21.98,34.92,0
516,C102,6,17.85,0.0,0
516,C102,7,53.22,18.66,0
516,C102,8,22.92,21.17,0
516,C102,9,35.18,45.15,0
516,C102,10,19.25,37.11,0
516,C102,11,41.44,41.9,0
516,C102,12,24.96,28.88,0
517,C102,1,36.32,20.36,0
517,C102,2,52.43,0.0,0
517,C102,3,43.16,4.51,0
517,C102,4,38.32,13.3,0
517,C102,5,36.81,21.6,0
517,C102,6,26.82,29.49,0
517,C102,7,63.09,7.12,0
517,C102,8,58.84,38.82,0
517,C102,9,50.3,0.0,0
517,C102,10,58.56,27.4,0
517,C102,11,64.03,34.04,0
517,C102,12,58.55,28.66,0
518,C101,1,31.48,64.13,1
518,C101,2,9.0,56.27,1
518,C101,3,30.82,41.34,1
518,C101,4,11.05,36.42,1
518,C101,5,14.24,73.0,1
518,C101,6,28.87,74.63,1
518,C101,7,35.03,39.78,1
518,C101,8,7.93,54.05,1
518,C101,9,17.28,53.43,1
518,C101,10,19.25,67.5,1
519,C102,1,19.85,25.39,0
519,C102,2,18.36,54.6,0
519,C102,3,41.74,30.28,0
519,C102,4,25.62,58.29,0
519,C102,5,22.2,67.9,0
519,C102,6,17.06,45.31,0
519,C102,7,32.74,29.56,0
519,C102,8,25.59,43.24,0
519,C102,9,23.53,52.44,0
519,C102,10,23.45,47.05,0
519,C102,11,19.41,55.38,0
519,C102,12,23.36,53.88,0
520,C102,1,11.23,64.91,1
520,C102,2,7.97,71.46,1
520,C102,3,18.92,41.13,1
520,C102,4,14.69,70.09,1
520,C102,5,13.68,56.95,1
520,C102,6,24.79,70.14,1
520,C102,7,22.02,41.41,1
520,C102,8,25.96,62.35,1
520,C102,9,12.92,55.6,1
520,C102,10,13.7,56.96,1
520,C102,11,9.62,49.01,1
520,C102,12,12.13,74.75,1
521,C103,1,27.27,55.71,0
521,C103,2,41.93,32.43,0
521,C103,3,37.77,15.8,0
521,C103,4,36.05,33.59,0
521,C103,5,25.51,24.46,0
521,C103,6,21.77,41.46,0
521,C103,7,31.09,34.39,0
521,C103,8,24.08,34.42,0
522,C103,1,34.88,18.36,0
522,C103,2,34.44,45.36,0
522,C103,3,54.61,7.57,0
522,C103,4,26.72,32.21,0
522,C103,5,50.18,27.51,0
522,C103,6,43.06,32.43,0
522,C103,7,69.1,0.0,0
522,C103,8,42.81,38.04,0
523,C102,1,24.69,10.5,0
523,C102,2,26.52,16.03,0
523,C102,3,55.38,24.16,0
523,C102,4,47.66,10.69,0
523,C102,5,25.17,43.0,0
523,C102,6,42.58,24.5,0
523,C102,7,58.08,15.21,0
523,C102,8,41.16,18.22,0
523,C102,9,38.17,0.6,0
523,C102,10,27.0,13.1,0
523,C102,11,30.66,9.36,0
523,C102,12,28.8,0.54,0
524,C103,1,23.06,24.1,0
524,C103,2,17.11,54.73,0
524,C103,3,31.27,26.15,0
524,C103,4,23.12,54.84,0
524,C103,5,12.36,57.93,0
524,C103,6,17.38,49.41,0
524,C103,7,35.28,27.85,0
524,C103,8,15.62,45.4,0
525,C103,1,9.42,90.14,1
525,C103,2,15.75,65.29,1
525,C103,3,19.62,35.46,1
525,C103,4,14.36,49.07,1
525,C103,5,16.05,58.65,1
525,C103,6,27.89,47.27,1
525,C103,7,26.46,45.65,1
525,C103,8,11.09,75.06,1
526,C102,1,5.0,46.32,0
526,C102,2,18.45,20.71,0
526,C102,3,50.82,20.81,0
526,C102,4,38.38,54.58,0
526,C102,5,23.07,48.32,0
526,C102,6,21.99,69.92,0
526,C102,7,37.3,34.54,0
526,C102,8,37.66,41.16,0
526,C102,9,22.82,34.15,0
526,C102,10,8.29,39.79,0
526,C102,11,32.82,38.43,0
526,C102,12,5.0,17.44,0
527,C101,1,34.55,35.87,0
527,C101,2,29.7,41.06,0
527,C101,3,36.46,27.12,0
527,C101,4,36.47,37.19,0
527,C101,5,29.58,58.99,0
527,C101,6,36.67,17.0,0
527,C101,7,49.84,28.54,0
527,C101,8,25.32,47.87,0
527,C101,9,35.5,0.0,0
527,C101,10,34.63,25.44,0
528,C101,1,31.26,52.45,0
528,C101,2,36.98,46.84,0
528,C101,3,40.62,41.06,0
528,C101,4,23.01,61.2,0
528,C101,5,19.06,43.18,0
528,C101,6,13.37,53.14,0
528,C101,7,38.24,44.81,0
528,C101,8,30.05,45.25,0
528,C101,9,14.44,56.01,0
528,C101,10,32.58,60.85,0
529,C102,1,19.05,50.18,1
529,C102,2,15.46,56.34,1
529,C102,3,30.2,40.19,1
529,C102,4,19.61,55.18,1
529,C102,5,15.19,71.31,1
529,C102,6,21.02,54.57,1
529,C102,7,25.63,24.8,1
529,C102,8,29.43,65.5,1
529,C102,9,9.4,68.63,1
529,C102,10,26.79,59.05,1
529,C102,11,31.41,60.43,1
529,C102,12,10.81,62.66,1
530,C101,1,20.4,54.03,0
530,C101,2,11.34,60.29,0
530,C101,3,30.82,20.44,0
530,C101,4,24.56,51.92,0
530,C101,5,26.93,34.29,0
530,C101,6,21.22,28.43,0
530,C101,7,36.38,41.04,0
530,C101,8,25.49,58.32,0
530,C101,9,37.92,36.61,0
530,C101,10,23.94,78.0,0
531,C103,1,8.11,68.03,0
531,C103,2,18.34,74.62,0
531,C103,3,22.95,33.08,0
531,C103,4,14.2,53.64,0
531,C103,5,23.32,44.5,0
531,C103,6,14.53,35.39,0
531,C103,7,33.66,54.19,0
531,C103,8,16.34,57.75,0
532,C102,1,36.21,54.47,0
532,C102,2,18.64,24.06,0
532,C102,3,27.4,32.96,0
532,C102,4,18.98,51.27,0
532,C102,5,19.81,32.47,0
532,C102,6,14.75,71.78,0
532,C102,7,43.62,49.54,0
532,C102,8,28.65,41.9,0
532,C102,9,34.99,47.85,0
532,C102,10,26.07,47.7,0
532,C102,11,5.0,72.42,0
532,C102,12,28.25,53.29,0
533,C101,1,28.86,32.18,0
533,C101,2,33.0,21.53,0
533,C101,3,42.75,33.04,0
533,C101,4,25.56,46.7,0
533,C101,5,18.33,26.65,0
533,C101,6,29.53,51.31,0
533,C101,7,23.95,32.64,0
533,C101,8,22.41,38.24,0
533,C101,9,15.15,28.36,0
533,C101,10,36.19,41.63,0
534,C101,1,28.16,43.98,0
534,C101,2,33.6,35.52,0
534,C101,3,54.62,34.13,0
534,C101,4,33.33,37.46,0
534,C101,5,35.72,41.36,0
534,C101,6,39.66,50.13,0
534,C101,7,34.0,13.57,0
534,C101,8,22.45,51.28,0
534,C101,9,13.9,42.56,0
534,C101,10,32.84,54.08,0
535,C103,1,14.31,30.13,0
535,C103,2,15.71,36.46,0
535,C103,3,37.3,18.03,0
535,C103,4,38.62,24.65,0
535,C103,5,37.55,62.3,0
535,C103,6,33.68,34.12,0
535,C103,7,41.84,16.91,0
535,C103,8,33.79,43.41,0
536,C102,1,17.44,0.0,0
536,C102,2,19.26,52.96,0
536,C102,3,40.23,22.49,0
536,C102,4,35.89,63.35,0
536,C102,5,42.47,21.68,0
536,C102,6,10.38,71.66,0
536,C102,7,66.46,26.06,0
536,C102,8,16.98,50.72,0
536,C102,9,28.4,34.57,0
536,C102,10,38.24,41.29,0
536,C102,11,17.81,31.4,0
536,C102,12,35.95,43.92,0
537,C102,1,33.34,40.24,0
537,C102,2,26.94,0.0,0
537,C102,3,34.33,38.08,0
537,C102,4,22.12,38.67,0
537,C102,5,16.6,60.72,0
537,C102,6,30.08,58.05,0
537,C102,7,23.51,28.84,0
537,C102,8,23.05,41.46,0
537,C102,9,20.21,40.48,0
537,C102,10,32.63,16.98,0
537,C102,11,40.49,52.93,0
537,C102,12,25.07,59.27,0
538,C103,1,27.8,19.86,0
538,C103,2,51.97,20.98,0
538,C103,3,58.92,8.55,0
538,C103,4,41.51,46.83,0
538,C103,5,47.56,20.45,0
538,C103,6,43.75,30.34,0
538,C103,7,59.6,25.57,0
538,C103,8,48.86,19.77,0
539,C102,1,20.19,37.14,0
539,C102,2,21.07,49.84,0
539,C102,3,21.9,42.59,0
539,C102,4,5.0,91.71,0
539,C102,5,34.74,47.07,0
539,C102,6,23.22,55.53,0
539,C102,7,30.18,35.92,0
539,C102,8,22.04,49.57,0
539,C102,9,24.55,31.28,0
539,C102,10,23.45,53.44,0
539,C102,11,24.14,47.75,0
539,C102,12,31.93,45.68,0
540,C102,1,36.72,43.99,0
540,C102,2,27.47,43.74,0
540,C102,3,49.03,27.54,0
540,C102,4,36.6,43.63,0
540,C102,5,18.29,55.37,0
540,C102,6,23.03,54.49,0
540,C102,7,15.13,30.17,0
540,C102,8,21.71,29.23,0
540,C102,9,20.91,36.58,0
540,C102,10,25.23,24.67,0
540,C102,11,28.34,65.68,0
540,C102,12,28.04,57.32,0
541,C103,1,28.85,85.38,1
541,C103,2,17.03,46.55,1
541,C103,3,35.99,45.3,1
541,C103,4,25.72,85.66,1
541,C103,5,20.51,63.72,1
541,C103,6,13.76,89.35,1
541,C103,7,28.36,35.13,1
541,C103,8,18.07,47.65,1
542,C103,1,25.9,11.3,0
542,C103,2,23.16,61.02,0
542,C103,3,54.76,30.45,0
542,C103,4,43.69,59.3,0
542,C103,5,12.85,13.34,0
542,C103,6,22.97,24.74,0
542,C103,7,43.92,16.72,0
542,C103,8,33.67,32.32,0
543,C101,1,8.61,16.99,0
543,C101,2,25.6,28.17,0
543,C101,3,35.21,16.35,0
543,C101,4,19.52,29.99,0
543,C101,5,20.13,19.15,0
543,C101,6,17.67,29.58,0
543,C101,7,37.95,30.32,0
543,C101,8,35.58,30.83,0
543,C101,9,23.01,37.59,0
543,C101,10,38.55,34.02,0
544,C102,1,20.04,78.16,1
544,C102,2,18.15,74.59,1
544,C102,3,21.45,38.38,1
544,C102,4,19.4,69.58,1
544,C102,5,20.32,80.96,1
544,C102,6,9.12,49.84,1
544,C102,7,27.4,35.72,1
544,C102,8,36.94,72.19,1
544,C102,9,16.92,56.72,1
544,C102,10,14.6,64.9,1
544,C102,11,18.03,57.6,1
544,C102,12,15.8,84.62,1
545,C103,1,20.26,41.26,1
545,C103,2,22.05,84.7,1
545,C103,3,36.57,48.27,1
545,C103,4,27.56,62.18,1
545,C103,5,22.61,51.17,1
545,C103,6,20.51,81.33,1
545,C103,7,24.37,32.31,1
545,C103,8,19.3,57.98,1
546,C101,1,19.61,76.86,0
546,C101,2,13.17,69.89,0
546,C101,3,28.77,16.1,0
546,C101,4,24.94,47.27,0
546,C101,5,14.56,25.87,0
546,C101,6,23.04,65.73,0
546,C101,7,39.16,34.63,0
546,C101,8,26.79,50.68,0
546,C101,9,12.09,29.77,0
546,C101,10,21.54,48.68,0
547,C102,1,27.42,62.99,0
547,C102,2,19.85,33.2,0
